data,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2015-12-18,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,12,0.0,1.0,-13.194,-41.262,,PARNA DA CHAPADA DA DIAMANTINA
2015-11-14,AQUA_M-T,Brasil,BAHIA,LENCOIS,Caatinga,14,0.0,1.0,-12.485999999999999,-41.413000000000004,,PARNA DA CHAPADA DA DIAMANTINA
2015-12-18,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,12,0.0,1.0,-13.193,-41.3,,PARNA DA CHAPADA DA DIAMANTINA
2015-09-15,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,20,0.0,1.0,-12.76,-41.446000000000005,,PARNA DA CHAPADA DA DIAMANTINA
2015-12-16,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,10,0.0,1.0,-13.212,-41.256,,PARNA DA CHAPADA DA DIAMANTINA
2015-01-19,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,5,0.0,1.0,-12.99,-41.438,,PARNA DA CHAPADA DA DIAMANTINA
2015-01-19,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,5,0.0,1.0,-12.998,-41.446000000000005,,PARNA DA CHAPADA DA DIAMANTINA
2015-12-11,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,6,0.0,0.9,-13.261,-41.223,,PARNA DA CHAPADA DA DIAMANTINA
2015-12-11,AQUA_M-T,Brasil,BAHIA,LENCOIS,Caatinga,5,0.0,0.5,-12.54,-41.397,,PARNA DA CHAPADA DA DIAMANTINA
2015-11-12,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,12,0.0,1.0,-12.466,-41.458999999999996,,PARNA DA CHAPADA DA DIAMANTINA
2015-12-07,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,1,0.0,0.7,-13.235999999999999,-41.253,,PARNA DA CHAPADA DA DIAMANTINA
2015-11-16,AQUA_M-T,Brasil,BAHIA,PALMEIRAS,Caatinga,15,4.3,0.9,-12.661,-41.467,,PARNA DA CHAPADA DA DIAMANTINA
2015-03-05,AQUA_M-T,Brasil,BAHIA,MUCUGE,Caatinga,2,0.0,0.3,-12.901,-41.44,,PARNA DA CHAPADA DA DIAMANTINA
