Data Medicao,PRECIPITACAO TOTAL; DIARIO (AUT)(mm),TEMPERATURA MEDIA; DIARIA (AUT)(Â°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA (AUT)(%),VENTO; VELOCIDADE MEDIA DIARIA (AUT)(m/s),Latitude,Longitude
2015-01-27,0.4,25.929167,69.208333,0.658333,-12.557853999999999,-41.388808000000004
2015-01-28,0.0,26.483333,63.75,1.054167,-12.557853999999999,-41.388808000000004
2015-01-29,0.0,26.333333000000003,58.375,1.020833,-12.557853999999999,-41.388808000000004
2015-01-30,0.0,25.866667,62.833333,0.745833,-12.557853999999999,-41.388808000000004
2015-01-31,0.0,25.625,71.541667,0.883333,-12.557853999999999,-41.388808000000004
2015-02-01,0.0,26.483333,64.708333,0.616667,-12.557853999999999,-41.388808000000004
2015-02-02,0.0,26.991667,58.791667,0.7875,-12.557853999999999,-41.388808000000004
2015-02-03,0.0,26.170833,63.916667,0.5375,-12.557853999999999,-41.388808000000004
2015-02-04,0.0,26.245833,65.166667,0.908333,-12.557853999999999,-41.388808000000004
2015-02-05,25.2,24.075,85.041667,0.995833,-12.557853999999999,-41.388808000000004
2015-02-06,14.2,23.45,88.75,0.558333,-12.557853999999999,-41.388808000000004
2015-02-07,37.0,23.491667,88.125,0.504167,-12.557853999999999,-41.388808000000004
2015-02-08,13.6,24.2625,82.333333,1.0,-12.557853999999999,-41.388808000000004
2015-02-09,0.0,25.433333,73.583333,0.7125,-12.557853999999999,-41.388808000000004
2015-02-10,0.0,25.733333,68.333333,1.075,-12.557853999999999,-41.388808000000004
2015-02-11,0.2,25.9,68.666667,0.995833,-12.557853999999999,-41.388808000000004
2015-02-12,0.0,25.620833,66.291667,0.766667,-12.557853999999999,-41.388808000000004
2015-02-13,0.0,25.283333,73.458333,0.85,-12.557853999999999,-41.388808000000004
2015-02-14,0.0,24.970833,69.0,0.558333,-12.557853999999999,-41.388808000000004
2015-02-15,0.0,26.291667,66.0,1.025,-12.557853999999999,-41.388808000000004
2015-02-16,0.0,26.575,67.875,0.5875,-12.557853999999999,-41.388808000000004
2015-02-17,14.6,25.741667,77.791667,0.4625,-12.557853999999999,-41.388808000000004
2015-02-18,0.0,26.495833,68.25,1.095833,-12.557853999999999,-41.388808000000004
2015-02-19,0.0,24.841667,77.541667,0.779167,-12.557853999999999,-41.388808000000004
2015-02-20,3.2,24.141667,80.208333,0.820833,-12.557853999999999,-41.388808000000004
2015-02-21,0.4,25.183333,68.833333,1.029167,-12.557853999999999,-41.388808000000004
2015-02-22,17.8,22.966667,86.833333,0.875,-12.557853999999999,-41.388808000000004
2015-02-23,5.8,22.183333,92.083333,1.391667,-12.557853999999999,-41.388808000000004
2015-02-24,21.4,23.479167,85.916667,0.866667,-12.557853999999999,-41.388808000000004
2015-02-25,4.8,24.729167,85.125,1.1875,-12.557853999999999,-41.388808000000004
2015-02-26,0.6,26.095833,76.833333,1.104167,-12.557853999999999,-41.388808000000004
2015-02-27,0.2,26.429167,75.375,0.9125,-12.557853999999999,-41.388808000000004
2015-02-28,0.0,25.55,77.416667,1.166667,-12.557853999999999,-41.388808000000004
2015-03-01,0.0,24.616667,82.208333,0.7875,-12.557853999999999,-41.388808000000004
2015-03-02,0.0,25.5375,78.791667,1.3375,-12.557853999999999,-41.388808000000004
2015-03-03,1.6,23.520833,85.875,0.733333,-12.557853999999999,-41.388808000000004
2015-03-04,7.8,25.020833,75.25,0.870833,-12.557853999999999,-41.388808000000004
2015-03-05,0.0,26.0625,67.375,0.7375,-12.557853999999999,-41.388808000000004
2015-03-06,0.0,26.0875,72.083333,0.579167,-12.557853999999999,-41.388808000000004
2015-03-07,0.2,25.795833,71.458333,0.7875,-12.557853999999999,-41.388808000000004
2015-03-08,0.0,25.916667,71.791667,0.708333,-12.557853999999999,-41.388808000000004
2015-03-09,0.0,26.370833,66.666667,0.570833,-12.557853999999999,-41.388808000000004
2015-03-10,0.0,27.125,67.958333,0.533333,-12.557853999999999,-41.388808000000004
2015-03-11,1.0,26.220833,72.833333,0.625,-12.557853999999999,-41.388808000000004
2015-03-12,0.0,26.279167,65.291667,0.641667,-12.557853999999999,-41.388808000000004
2015-03-13,0.0,26.2,66.458333,0.4375,-12.557853999999999,-41.388808000000004
2015-03-14,0.0,27.058333,62.333333,0.675,-12.557853999999999,-41.388808000000004
2015-03-15,0.0,26.225,61.75,0.670833,-12.557853999999999,-41.388808000000004
2015-03-16,0.0,26.383333,66.458333,0.433333,-12.557853999999999,-41.388808000000004
2015-03-17,1.8,26.254167,68.708333,0.445833,-12.557853999999999,-41.388808000000004
2015-03-18,0.0,26.795833,67.083333,0.566667,-12.557853999999999,-41.388808000000004
2015-03-19,0.0,26.454167,63.708333,0.808333,-12.557853999999999,-41.388808000000004
2015-03-20,0.2,25.029167,69.916667,0.233333,-12.557853999999999,-41.388808000000004
2015-03-21,0.0,25.275,68.583333,0.483333,-12.557853999999999,-41.388808000000004
2015-03-22,1.2,25.9875,74.541667,0.633333,-12.557853999999999,-41.388808000000004
2015-03-23,37.8,24.295833,85.833333,0.454167,-12.557853999999999,-41.388808000000004
2015-03-24,0.0,25.558333,73.625,0.758333,-12.557853999999999,-41.388808000000004
2015-03-25,0.0,26.158333,70.958333,0.920833,-12.557853999999999,-41.388808000000004
2015-03-26,50.0,25.391667,79.958333,0.520833,-12.557853999999999,-41.388808000000004
2015-03-27,0.0,26.65,73.75,0.3625,-12.557853999999999,-41.388808000000004
2015-03-28,0.0,26.925,71.166667,0.445833,-12.557853999999999,-41.388808000000004
2015-03-29,0.0,26.2625,69.041667,0.6375,-12.557853999999999,-41.388808000000004
2015-03-30,0.0,26.129167,71.666667,0.379167,-12.557853999999999,-41.388808000000004
2015-03-31,0.0,25.854167,68.333333,0.6125,-12.557853999999999,-41.388808000000004
2015-04-01,0.0,25.108333,68.125,0.45,-12.557853999999999,-41.388808000000004
2015-04-02,0.0,24.766667,67.375,0.3625,-12.557853999999999,-41.388808000000004
2015-04-03,0.0,25.504167,65.208333,0.570833,-12.557853999999999,-41.388808000000004
2015-04-04,0.0,26.879167,65.041667,0.645833,-12.557853999999999,-41.388808000000004
2015-04-05,0.0,27.429167,63.166667,0.795833,-12.557853999999999,-41.388808000000004
2015-04-06,0.0,28.004167,63.875,1.05,-12.557853999999999,-41.388808000000004
2015-04-07,0.0,28.475,63.833333,1.495833,-12.557853999999999,-41.388808000000004
2015-04-08,28.4,23.845833,90.166667,0.733333,-12.557853999999999,-41.388808000000004
2015-04-09,5.4,24.825,82.583333,0.979167,-12.557853999999999,-41.388808000000004
2015-04-10,1.4,24.279167,85.166667,0.979167,-12.557853999999999,-41.388808000000004
2015-04-11,0.8,24.679167,78.375,0.833333,-12.557853999999999,-41.388808000000004
2015-04-12,0.2,25.3875,74.666667,0.5,-12.557853999999999,-41.388808000000004
2015-04-13,7.8,24.445833,80.916667,0.495833,-12.557853999999999,-41.388808000000004
2015-04-14,0.0,24.625,76.666667,0.4625,-12.557853999999999,-41.388808000000004
2015-04-15,4.6,24.0625,84.416667,0.366667,-12.557853999999999,-41.388808000000004
2015-04-16,0.0,25.2875,78.916667,0.354167,-12.557853999999999,-41.388808000000004
2015-04-17,2.0,25.520833,77.208333,0.358333,-12.557853999999999,-41.388808000000004
2015-04-18,0.0,26.479167,71.791667,0.483333,-12.557853999999999,-41.388808000000004
2015-04-19,0.0,26.425,72.833333,0.466667,-12.557853999999999,-41.388808000000004
2015-04-20,0.0,26.108333,71.166667,0.404167,-12.557853999999999,-41.388808000000004
2015-04-21,0.0,26.491667,68.666667,0.35,-12.557853999999999,-41.388808000000004
2015-04-22,0.0,27.275,66.416667,0.466667,-12.557853999999999,-41.388808000000004
2015-04-23,0.0,26.9625,68.833333,0.5125,-12.557853999999999,-41.388808000000004
2015-04-24,0.0,26.929167,70.75,0.65,-12.557853999999999,-41.388808000000004
2015-04-25,0.0,26.8125,70.791667,0.458333,-12.557853999999999,-41.388808000000004
2015-04-26,22.2,25.258333,82.416667,0.591667,-12.557853999999999,-41.388808000000004
2015-04-27,57.6,22.975,90.416667,0.991667,-12.557853999999999,-41.388808000000004
2015-04-28,16.0,23.291667,88.208333,0.2125,-12.557853999999999,-41.388808000000004
2015-04-29,0.0,24.441667,83.083333,0.595833,-12.557853999999999,-41.388808000000004
2015-04-30,1.0,24.375,83.625,0.675,-12.557853999999999,-41.388808000000004
2015-05-01,24.2,22.383333,92.458333,0.716667,-12.557853999999999,-41.388808000000004
2015-05-02,8.2,23.016667,89.25,0.745833,-12.557853999999999,-41.388808000000004
2015-05-03,0.4,23.816667,83.625,0.795833,-12.557853999999999,-41.388808000000004
2015-05-04,7.8,24.154167,82.166667,0.5875,-12.557853999999999,-41.388808000000004
2015-05-05,0.0,23.929167,80.666667,0.420833,-12.557853999999999,-41.388808000000004
2015-05-06,0.0,24.625,78.125,0.420833,-12.557853999999999,-41.388808000000004
2015-05-07,0.0,24.641667,77.958333,0.283333,-12.557853999999999,-41.388808000000004
2015-05-08,0.0,25.504167,74.875,0.870833,-12.557853999999999,-41.388808000000004
2015-05-09,0.2,23.675,79.375,1.195833,-12.557853999999999,-41.388808000000004
2015-05-10,0.0,23.754167,80.708333,0.608333,-12.557853999999999,-41.388808000000004
2015-05-11,2.6,23.925,84.875,0.4625,-12.557853999999999,-41.388808000000004
2015-05-12,0.0,23.479167,82.5,0.391667,-12.557853999999999,-41.388808000000004
2015-05-13,0.0,24.470833,78.583333,0.6625,-12.557853999999999,-41.388808000000004
2015-05-14,0.0,23.875,80.833333,1.191667,-12.557853999999999,-41.388808000000004
2015-05-15,4.0,21.466667,86.791667,1.270833,-12.557853999999999,-41.388808000000004
2015-05-16,0.0,21.941667,81.5,0.9,-12.557853999999999,-41.388808000000004
2015-05-17,3.0,22.883333,84.291667,1.254167,-12.557853999999999,-41.388808000000004
2015-05-18,0.2,22.204167,83.666667,1.016667,-12.557853999999999,-41.388808000000004
2015-05-19,0.0,23.370833,77.25,1.016667,-12.557853999999999,-41.388808000000004
2015-05-20,1.0,23.379167,85.208333,0.779167,-12.557853999999999,-41.388808000000004
2015-05-21,5.0,22.058333,91.208333,1.5875,-12.557853999999999,-41.388808000000004
2015-05-22,2.8,21.808333,85.708333,1.1875,-12.557853999999999,-41.388808000000004
2015-05-23,0.2,22.2375,79.5,0.9625,-12.557853999999999,-41.388808000000004
2015-05-24,0.0,22.204167,80.125,0.570833,-12.557853999999999,-41.388808000000004
2015-05-25,0.0,23.379167,80.541667,0.233333,-12.557853999999999,-41.388808000000004
2015-05-26,0.0,24.283333,77.166667,0.4375,-12.557853999999999,-41.388808000000004
2015-05-27,5.4,23.216667,84.25,0.541667,-12.557853999999999,-41.388808000000004
2015-05-28,0.0,22.266667,77.625,0.716667,-12.557853999999999,-41.388808000000004
2015-05-29,0.0,23.570833,75.25,0.466667,-12.557853999999999,-41.388808000000004
2015-05-30,0.0,22.7375,79.708333,0.3875,-12.557853999999999,-41.388808000000004
2015-05-31,0.0,24.208333,76.791667,1.145833,-12.557853999999999,-41.388808000000004
2015-06-01,0.4,24.245833,74.333333,0.833333,-12.557853999999999,-41.388808000000004
2015-06-02,1.0,23.629167,78.791667,0.620833,-12.557853999999999,-41.388808000000004
2015-06-03,1.2,23.429167,74.5,0.975,-12.557853999999999,-41.388808000000004
2015-06-04,0.0,22.341667,78.875,0.875,-12.557853999999999,-41.388808000000004
2015-06-05,0.0,22.958333,81.666667,0.991667,-12.557853999999999,-41.388808000000004
2015-06-06,1.0,21.425,91.625,1.1375,-12.557853999999999,-41.388808000000004
2015-06-07,14.6,21.120833,96.708333,0.85,-12.557853999999999,-41.388808000000004
2015-06-08,20.8,21.645833,89.916667,0.970833,-12.557853999999999,-41.388808000000004
2015-06-09,0.0,21.025,94.375,0.629167,-12.557853999999999,-41.388808000000004
2015-06-10,7.2,22.304167,89.75,0.604167,-12.557853999999999,-41.388808000000004
2015-06-11,13.6,23.2375,85.208333,0.916667,-12.557853999999999,-41.388808000000004
2015-06-12,0.0,23.075,75.583333,0.575,-12.557853999999999,-41.388808000000004
2015-06-13,0.2,22.933333,81.916667,0.658333,-12.557853999999999,-41.388808000000004
2015-06-14,0.0,23.0875,83.208333,0.495833,-12.557853999999999,-41.388808000000004
2015-06-15,3.8,23.208333,87.041667,0.441667,-12.557853999999999,-41.388808000000004
2015-06-16,0.0,22.716667,83.5,0.541667,-12.557853999999999,-41.388808000000004
2015-06-17,0.2,22.758333,74.875,1.079167,-12.557853999999999,-41.388808000000004
2015-06-18,0.0,22.508333,72.916667,0.770833,-12.557853999999999,-41.388808000000004
2015-06-19,0.0,21.395833,75.333333,0.4625,-12.557853999999999,-41.388808000000004
2015-06-20,0.0,21.5875,72.625,1.066667,-12.557853999999999,-41.388808000000004
2015-06-21,0.0,20.6375,78.083333,1.154167,-12.557853999999999,-41.388808000000004
2015-06-22,5.4,21.404167,84.708333,0.841667,-12.557853999999999,-41.388808000000004
2015-06-23,1.4,21.65,80.875,0.345833,-12.557853999999999,-41.388808000000004
2015-06-24,2.8,22.195833,83.625,0.191667,-12.557853999999999,-41.388808000000004
2015-06-25,0.6,21.6,84.291667,1.833333,-12.557853999999999,-41.388808000000004
2015-06-26,1.0,20.879167,80.666667,1.804167,-12.557853999999999,-41.388808000000004
2015-06-27,0.0,20.8625,76.416667,1.570833,-12.557853999999999,-41.388808000000004
2015-06-28,0.2,21.241667,79.833333,1.220833,-12.557853999999999,-41.388808000000004
2015-06-29,0.0,20.691667,88.875,1.1375,-12.557853999999999,-41.388808000000004
2015-06-30,5.4,20.3875,95.708333,0.5875,-12.557853999999999,-41.388808000000004
2015-07-01,3.2,21.504167,87.875,0.595833,-12.557853999999999,-41.388808000000004
2015-07-02,0.6,22.570833,78.375,0.433333,-12.557853999999999,-41.388808000000004
2015-07-03,0.0,22.1625,76.25,0.4125,-12.557853999999999,-41.388808000000004
2015-07-04,0.0,23.620833,75.041667,0.329167,-12.557853999999999,-41.388808000000004
2015-07-05,0.0,24.525,72.458333,0.525,-12.557853999999999,-41.388808000000004
2015-07-06,0.0,22.370833,80.708333,1.295833,-12.557853999999999,-41.388808000000004
2015-07-07,1.2,21.55,84.625,1.158333,-12.557853999999999,-41.388808000000004
2015-07-08,0.0,22.104167,76.833333,0.858333,-12.557853999999999,-41.388808000000004
2015-07-09,0.2,23.304167,80.125,0.495833,-12.557853999999999,-41.388808000000004
2015-07-10,0.6,23.958333,76.375,0.529167,-12.557853999999999,-41.388808000000004
2015-07-11,3.8,21.716667,90.666667,0.5125,-12.557853999999999,-41.388808000000004
2015-07-12,10.6,22.391667,81.75,0.820833,-12.557853999999999,-41.388808000000004
2015-07-13,0.2,22.0,86.958333,0.666667,-12.557853999999999,-41.388808000000004
2015-07-14,1.0,21.7,89.083333,0.954167,-12.557853999999999,-41.388808000000004
2015-07-15,3.8,20.741667,91.583333,1.445833,-12.557853999999999,-41.388808000000004
2015-07-16,4.4,20.3,90.541667,1.595833,-12.557853999999999,-41.388808000000004
2015-07-17,13.0,20.020833,87.041667,1.554167,-12.557853999999999,-41.388808000000004
2015-07-18,0.8,20.483333,82.833333,1.220833,-12.557853999999999,-41.388808000000004
2015-07-19,1.4,20.854167,80.333333,0.9375,-12.557853999999999,-41.388808000000004
2015-07-20,0.8,19.329167,86.958333,0.454167,-12.557853999999999,-41.388808000000004
2015-07-21,0.2,22.0375,76.916667,0.575,-12.557853999999999,-41.388808000000004
2015-07-22,0.0,21.016667,76.625,0.533333,-12.557853999999999,-41.388808000000004
2015-07-23,0.0,21.4375,76.416667,0.879167,-12.557853999999999,-41.388808000000004
2015-07-24,3.6,20.570833,91.625,0.741667,-12.557853999999999,-41.388808000000004
2015-07-25,3.6,21.475,85.333333,0.383333,-12.557853999999999,-41.388808000000004
2015-07-26,0.0,21.8875,78.875,0.3625,-12.557853999999999,-41.388808000000004
2015-07-27,0.0,22.5375,76.041667,0.479167,-12.557853999999999,-41.388808000000004
2015-07-28,0.0,22.7375,74.166667,0.7625,-12.557853999999999,-41.388808000000004
2015-07-29,0.0,22.408333,76.958333,0.975,-12.557853999999999,-41.388808000000004
2015-07-30,0.0,22.5375,74.791667,0.958333,-12.557853999999999,-41.388808000000004
2015-07-31,0.0,21.3125,77.583333,0.729167,-12.557853999999999,-41.388808000000004
2015-08-01,0.0,19.445833,86.416667,0.404167,-12.557853999999999,-41.388808000000004
2015-08-02,4.2,21.575,76.5,1.0125,-12.557853999999999,-41.388808000000004
2015-08-03,0.2,20.7,77.083333,0.558333,-12.557853999999999,-41.388808000000004
2015-08-04,0.0,21.779167,69.458333,0.6875,-12.557853999999999,-41.388808000000004
2015-08-05,0.0,20.45,69.041667,0.529167,-12.557853999999999,-41.388808000000004
2015-08-06,0.0,21.241667,77.958333,0.533333,-12.557853999999999,-41.388808000000004
2015-08-07,0.4,22.208333,72.291667,0.595833,-12.557853999999999,-41.388808000000004
2015-08-08,0.0,22.404167,62.625,0.883333,-12.557853999999999,-41.388808000000004
2015-08-09,0.0,21.595833,65.583333,0.429167,-12.557853999999999,-41.388808000000004
2015-08-10,0.2,22.283333,70.583333,1.95,-12.557853999999999,-41.388808000000004
2015-08-11,2.8,21.041667,74.458333,2.279167,-12.557853999999999,-41.388808000000004
2015-08-12,0.0,20.791667,64.25,2.4125,-12.557853999999999,-41.388808000000004
2015-08-13,0.0,19.3875,73.208333,1.283333,-12.557853999999999,-41.388808000000004
2015-08-14,0.2,20.7125,78.958333,1.4625,-12.557853999999999,-41.388808000000004
2015-08-15,5.2,21.283333,88.833333,1.620833,-12.557853999999999,-41.388808000000004
2015-08-16,12.4,20.795833,85.458333,1.345833,-12.557853999999999,-41.388808000000004
2015-08-17,1.8,21.925,71.375,1.7,-12.557853999999999,-41.388808000000004
2015-08-18,7.2,21.158333,84.833333,1.1625,-12.557853999999999,-41.388808000000004
2015-08-19,1.2,21.766667,83.25,0.5375,-12.557853999999999,-41.388808000000004
2015-08-20,1.2,22.3875,73.625,0.533333,-12.557853999999999,-41.388808000000004
2015-08-21,0.0,21.966667,75.833333,0.370833,-12.557853999999999,-41.388808000000004
2015-08-22,0.0,23.195833,71.083333,0.708333,-12.557853999999999,-41.388808000000004
2015-08-23,0.2,22.358333,78.75,0.391667,-12.557853999999999,-41.388808000000004
2015-08-24,0.0,23.525,66.291667,0.545833,-12.557853999999999,-41.388808000000004
2015-08-25,0.0,23.3875,64.291667,0.820833,-12.557853999999999,-41.388808000000004
2015-08-26,0.0,22.654167,69.541667,0.3625,-12.557853999999999,-41.388808000000004
2015-08-27,0.0,24.558333,66.333333,0.720833,-12.557853999999999,-41.388808000000004
2015-08-28,0.0,25.3,63.708333,0.679167,-12.557853999999999,-41.388808000000004
2015-08-29,0.0,24.216667,67.75,1.441667,-12.557853999999999,-41.388808000000004
2015-08-30,8.4,22.3,81.416667,0.908333,-12.557853999999999,-41.388808000000004
2015-08-31,0.0,22.825,68.208333,0.5625,-12.557853999999999,-41.388808000000004
2015-09-01,0.0,21.5625,71.041667,0.4875,-12.557853999999999,-41.388808000000004
2015-09-02,0.0,23.525,62.875,0.941667,-12.557853999999999,-41.388808000000004
2015-09-03,0.0,22.675,54.75,0.841667,-12.557853999999999,-41.388808000000004
2015-09-04,0.0,23.429167,57.041667,0.5625,-12.557853999999999,-41.388808000000004
2015-09-05,0.0,25.275,55.416667,0.470833,-12.557853999999999,-41.388808000000004
2015-09-06,0.0,25.883333,59.375,0.845833,-12.557853999999999,-41.388808000000004
2015-09-07,0.0,25.675,60.083333,0.875,-12.557853999999999,-41.388808000000004
2015-09-08,0.0,24.829167,57.125,1.0875,-12.557853999999999,-41.388808000000004
2015-09-09,0.0,25.125,59.791667,0.725,-12.557853999999999,-41.388808000000004
2015-09-10,0.0,24.2875,67.25,0.595833,-12.557853999999999,-41.388808000000004
2015-09-11,0.0,25.258333,58.625,0.716667,-12.557853999999999,-41.388808000000004
2015-09-12,0.0,25.229167,63.541667,0.429167,-12.557853999999999,-41.388808000000004
2015-09-13,0.0,25.170833,63.708333,0.929167,-12.557853999999999,-41.388808000000004
2015-09-14,0.0,25.654167,58.708333,1.029167,-12.557853999999999,-41.388808000000004
2015-09-15,0.0,25.391667,61.875,1.566667,-12.557853999999999,-41.388808000000004
2015-09-16,0.0,24.345833,59.083333,1.395833,-12.557853999999999,-41.388808000000004
2015-09-17,0.0,24.570833,63.208333,1.204167,-12.557853999999999,-41.388808000000004
2015-09-18,0.0,24.675,58.166667,0.883333,-12.557853999999999,-41.388808000000004
2015-09-19,0.0,24.854167,63.041667,0.9125,-12.557853999999999,-41.388808000000004
2015-09-20,0.4,24.2875,73.25,0.958333,-12.557853999999999,-41.388808000000004
2015-09-21,0.6,23.729167,70.708333,0.791667,-12.557853999999999,-41.388808000000004
2015-09-22,0.0,23.8625,59.541667,0.691667,-12.557853999999999,-41.388808000000004
2015-09-23,0.0,25.683333,54.958333,0.841667,-12.557853999999999,-41.388808000000004
2015-09-24,0.0,26.320833,54.125,0.908333,-12.557853999999999,-41.388808000000004
2015-09-25,0.0,26.4125,52.583333,0.695833,-12.557853999999999,-41.388808000000004
2015-09-26,0.0,26.55,51.375,0.945833,-12.557853999999999,-41.388808000000004
2015-09-27,0.0,25.933333,55.916667,1.054167,-12.557853999999999,-41.388808000000004
2015-09-28,0.0,26.341667,53.416667,0.8125,-12.557853999999999,-41.388808000000004
2015-09-29,0.0,25.65,54.791667,0.895833,-12.557853999999999,-41.388808000000004
2015-09-30,0.0,25.9875,55.125,1.091667,-12.557853999999999,-41.388808000000004
2015-10-01,0.0,26.595833,55.875,1.016667,-12.557853999999999,-41.388808000000004
2015-10-02,0.0,25.325,53.625,1.1,-12.557853999999999,-41.388808000000004
2015-10-03,0.0,25.5125,52.416667,0.7625,-12.557853999999999,-41.388808000000004
2015-10-04,0.0,25.875,54.833333,0.545833,-12.557853999999999,-41.388808000000004
2015-10-05,0.0,27.1625,52.833333,0.541667,-12.557853999999999,-41.388808000000004
2015-10-06,0.0,26.645833000000003,57.166667,0.883333,-12.557853999999999,-41.388808000000004
2015-10-07,0.0,25.116667,69.75,1.245833,-12.557853999999999,-41.388808000000004
2015-10-08,7.6,24.066667,73.375,0.829167,-12.557853999999999,-41.388808000000004
2015-10-09,0.0,25.070833,60.916667,1.2625,-12.557853999999999,-41.388808000000004
2015-10-10,0.2,26.25,58.75,1.2375,-12.557853999999999,-41.388808000000004
2015-10-11,1.2,24.65,64.125,1.3625,-12.557853999999999,-41.388808000000004
2015-10-12,0.2,24.170833,58.125,1.270833,-12.557853999999999,-41.388808000000004
2015-10-13,0.0,25.2625,55.583333,0.75,-12.557853999999999,-41.388808000000004
2015-10-14,0.0,26.441667,59.291667,0.933333,-12.557853999999999,-41.388808000000004
2015-10-15,0.2,26.779167,59.333333,1.529167,-12.557853999999999,-41.388808000000004
2015-10-16,0.0,26.616667,55.958333,1.183333,-12.557853999999999,-41.388808000000004
2015-10-17,0.0,27.266667,52.375,0.945833,-12.557853999999999,-41.388808000000004
2015-10-18,0.0,26.391667,50.375,1.6708330000000002,-12.557853999999999,-41.388808000000004
2015-10-19,0.0,26.8875,49.916667,1.475,-12.557853999999999,-41.388808000000004
2015-10-20,0.0,25.895833,53.25,0.970833,-12.557853999999999,-41.388808000000004
2015-10-21,0.0,27.366667,48.083333,0.741667,-12.557853999999999,-41.388808000000004
2015-10-22,0.0,27.191667,57.625,0.858333,-12.557853999999999,-41.388808000000004
2015-10-23,0.0,25.9125,61.75,0.541667,-12.557853999999999,-41.388808000000004
2015-10-24,0.0,25.870833,64.75,0.675,-12.557853999999999,-41.388808000000004
2015-10-25,2.0,26.525,61.166667,1.116667,-12.557853999999999,-41.388808000000004
2015-10-26,0.0,26.6125,53.666667,1.1,-12.557853999999999,-41.388808000000004
2015-10-27,0.0,26.041667,62.208333,0.9625,-12.557853999999999,-41.388808000000004
2015-10-28,0.0,26.808333,58.375,0.808333,-12.557853999999999,-41.388808000000004
2015-10-29,0.0,27.391667,55.708333,0.733333,-12.557853999999999,-41.388808000000004
2015-10-30,3.8,23.783333,81.0,0.5375,-12.557853999999999,-41.388808000000004
2015-10-31,0.2,25.729167,65.125,0.895833,-12.557853999999999,-41.388808000000004
2015-11-01,0.0,26.6875,56.916667,1.229167,-12.557853999999999,-41.388808000000004
2015-11-02,0.0,26.870833,53.333333,1.5,-12.557853999999999,-41.388808000000004
2015-11-03,0.0,27.666667,53.375,1.741667,-12.557853999999999,-41.388808000000004
2015-11-04,0.4,27.3,53.333333,1.354167,-12.557853999999999,-41.388808000000004
2015-11-05,0.0,27.233333,52.083333,0.816667,-12.557853999999999,-41.388808000000004
2015-11-06,0.0,27.708333000000003,50.916667,0.808333,-12.557853999999999,-41.388808000000004
2015-11-07,0.0,26.5125,56.25,0.779167,-12.557853999999999,-41.388808000000004
2015-11-08,0.0,27.658333,50.75,1.458333,-12.557853999999999,-41.388808000000004
2015-11-09,0.0,26.366667,52.958333,1.2125,-12.557853999999999,-41.388808000000004
2015-11-10,0.0,26.9875,50.708333,1.566667,-12.557853999999999,-41.388808000000004
2015-11-11,0.0,26.808333,52.541667,1.254167,-12.557853999999999,-41.388808000000004
