Data Medicao,TEMPERATURA MEDIA; DIARIA (AUT)(Â°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA (AUT)(%),VENTO; VELOCIDADE MEDIA DIARIA (AUT)(m/s),has_Foco
20/10,21.770833,57.666667,2.625,0
21/10,21.8875,56.125,3.191667,0
22/10,21.816667,55.25,2.954167,0
23/10,21.316667,54.166667,1.991667,0
24/10,20.845833,58.666667,2.704167,1
25/10,20.775,60.125,3.1375,1
26/10,21.129167,56.083333,2.170833,0
27/10,21.975,57.666667,2.975,1
28/10,22.304167,59.041667,2.1125,0
29/10,23.3625,51.375,1.825,0
30/10,23.5125,44.333333,2.083333,0
31/10,21.9875,58.25,1.741667,0
01/11,20.295833,79.291667,1.7541669999999998,0
02/11,19.279167,85.791667,2.525,0
03/11,17.283333,90.125,3.0708330000000004,0
04/11,19.15,76.5,2.3458330000000003,0
05/11,20.258333,78.5,1.770833,0
06/11,19.8875,84.833333,1.6375,0
07/11,18.025,89.291667,1.395833,0
08/11,18.6875,76.875,1.979167,0
09/11,18.891667,81.041667,1.45,0
10/11,19.741667,73.875,1.9708330000000005,0
11/11,20.683333,69.708333,2.4875,0
12/11,21.6,76.25,1.9375,0
13/11,19.408333,88.875,1.066667,0
14/11,17.958333,89.958333,1.158333,0
15/11,17.2375,78.041667,2.425,0
16/11,18.608333,74.041667,3.1583330000000003,0
17/11,18.883333,72.666667,1.841667,0
18/11,20.1,70.416667,1.8625,0
19/11,20.9,69.583333,1.979167,0
20/11,21.083333,74.583333,1.520833,0
21/11,20.741667,71.333333,1.895833,0
22/11,20.7875,70.291667,1.6625,0
23/11,21.775,68.75,1.925,0
24/11,21.129167,66.916667,1.991667,0
25/11,18.908333,77.875,2.9,0
26/11,20.425,64.041667,2.458333,0
27/11,20.883333,64.041667,2.7125,0
28/11,21.204167,61.708333,2.529167,0
29/11,21.8375,55.583333,2.15,0
30/11,20.141667,69.666667,1.55,0
01/12,20.691667,70.625,2.0125,0
02/12,19.983333,79.625,1.383333,0
03/12,20.541667,76.583333,1.6875,0
04/12,23.216667,58.166667,2.108333,0
05/12,24.0625,53.458333,1.870833,0
06/12,23.145833,64.708333,1.620833,0
07/12,20.866667,79.916667,2.0958330000000003,0
08/12,20.8375,78.875,1.95,0
09/12,20.316667,81.291667,4.1375,0
10/12,19.208333,85.208333,5.525,0
11/12,20.691667,71.166667,5.3625,0
12/12,21.233333,78.166667,2.2583330000000004,0
13/12,19.4875,89.041667,0.9875,0
14/12,19.9875,70.791667,1.629167,0
15/12,20.225,66.541667,2.666667,0
16/12,19.641667,67.875,2.304167,0
17/12,20.320833,66.208333,2.541667,0
18/12,20.458333,74.416667,2.3458330000000003,0
19/12,20.35,69.125,2.975,0
20/12,20.645833,68.25,2.5708330000000004,0
21/12,21.3375,64.5,2.416667,0
22/12,21.241667,66.458333,1.8875,0
23/12,21.295833,65.833333,2.541667,0
24/12,22.008333,60.5,2.166667,0
25/12,22.083333,62.083333,2.333333,0
26/12,22.291667,61.916667,2.1,0
27/12,22.379167,62.458333,2.0333330000000003,0
28/12,22.883333,59.375,1.6375,0
29/12,22.35,66.916667,1.2125,0
30/12,22.654167,67.041667,1.320833,0
31/12,22.3625,66.875,1.508333,0
01/01,23.079167,64.166667,1.5625,0
02/01,22.9125,64.166667,1.545833,0
03/01,21.720833,68.25,1.316667,0
04/01,21.525,73.75,1.508333,0
05/01,19.995833,73.416667,2.379167,0
06/01,20.891667,65.083333,2.079167,0
07/01,20.6,64.0,1.879167,0
08/01,20.954167,58.083333,2.416667,0
09/01,20.5125,67.583333,3.183333,0
10/01,18.35,83.416667,2.579167,0
11/01,18.516667,79.25,2.958333,0
12/01,20.45,64.875,2.0333330000000003,0
13/01,20.9625,66.291667,2.183333,0
14/01,20.625,71.375,1.929167,0
15/01,21.433333,62.083333,2.770833,0
16/01,20.783333,58.791667,2.858333,0
17/01,20.2375,56.333333,3.295833,0
18/01,19.616667,69.875,2.804167,0
19/01,20.808333,63.833333,2.733333,0
20/01,21.125,63.5,2.304167,0
21/01,22.616667,52.0,2.325,0
22/01,22.15,59.208333,2.5333330000000003,0
23/01,21.716667,63.125,2.679167,0
24/01,21.983333,56.25,2.35,0
25/01,20.429167,71.833333,2.025,0
26/01,20.533333,73.875,1.4125,0
27/01,21.804167,67.708333,2.079167,0
28/01,22.295833,64.916667,2.475,0
29/01,22.095833,67.125,1.929167,0
30/01,22.7,60.083333,2.183333,0
31/01,21.816667,72.791667,1.6875,0
01/02,20.883333,76.833333,1.675,0
02/02,22.1625,67.958333,1.841667,0
03/02,19.9125,83.083333,1.8625,0
04/02,18.8125,89.541667,1.6416669999999998,0
05/02,19.583333,81.625,2.058333,0
06/02,19.441667,89.25,1.120833,0
07/02,19.616667,90.041667,1.516667,0
08/02,20.375,84.208333,1.7625,0
09/02,20.408333,77.75,1.7833330000000005,0
10/02,21.129167,68.541667,1.916667,0
11/02,19.945833,77.875,3.0333330000000003,0
12/02,21.145833,62.958333,2.7625,0
13/02,20.970833,67.0,2.2375,0
14/02,20.2875,69.208333,3.620833,0
15/02,19.783333,75.375,2.825,0
16/02,19.620833,77.041667,2.5125,0
17/02,19.558333,78.416667,2.925,0
18/02,20.1875,77.916667,1.833333,0
19/02,21.8,70.125,1.841667,0
20/02,22.104167,68.333333,1.6375,0
21/02,22.516667,66.166667,1.9083330000000005,0
22/02,22.020833,69.708333,2.395833,0
23/02,21.2875,77.833333,1.879167,0
24/02,21.9625,72.625,1.854167,0
25/02,21.004167,78.333333,2.729167,0
26/02,21.2,64.208333,2.454167,0
27/02,21.666667,62.166667,1.520833,0
28/02,22.0875,62.0,1.933333,0
01/03,22.366667,56.875,1.904167,0
02/03,22.6,58.333333,1.825,0
03/03,23.1125,53.333333,1.7125,0
04/03,23.083333,56.583333,1.808333,1
05/03,22.633333,64.708333,2.3375,0
06/03,22.608333,71.416667,1.283333,0
07/03,21.458333,80.083333,2.020833,0
08/03,19.65,87.5,1.7333330000000002,0
09/03,20.504167,81.458333,1.604167,0
10/03,21.2375,82.208333,1.695833,0
11/03,20.179167,83.375,2.3375,0
12/03,21.6375,77.708333,2.8833330000000004,0
13/03,20.7625,83.5,2.25,0
14/03,21.716667,78.375,1.0375,0
15/03,22.1625,72.208333,1.65,0
16/03,21.2875,76.333333,1.120833,0
17/03,21.075,78.25,0.975,0
18/03,20.1,84.041667,1.466667,0
19/03,20.6875,78.416667,1.3375,0
20/03,20.620833,78.916667,1.4875,0
21/03,21.183333,74.25,1.491667,0
22/03,21.620833,72.208333,2.0333330000000003,0
23/03,20.0625,78.041667,2.104167,0
24/03,19.283333,82.666667,2.704167,0
25/03,18.679167,82.916667,3.079167,0
26/03,18.945833,73.833333,2.520833,0
27/03,19.541667,73.791667,2.933333,0
28/03,19.445833,80.791667,3.0083330000000004,0
29/03,18.916667,82.541667,3.591667,0
30/03,19.1125,77.166667,2.179167,0
31/03,20.158333,75.166667,1.833333,0
01/04,20.816667,70.583333,2.420833,0
02/04,21.0125,71.083333,1.454167,0
03/04,21.379167,69.25,1.329167,0
04/04,22.375,66.416667,2.366667,0
05/04,22.366667,69.541667,2.075,0
06/04,21.3,68.0,1.629167,0
07/04,20.841667,66.75,1.7041669999999998,0
08/04,20.8875,61.5,1.841667,0
09/04,19.695833,70.125,2.066667,0
10/04,18.691667,84.625,2.6125,0
11/04,17.670833,85.708333,3.170833,0
12/04,17.925,87.333333,3.0333330000000003,0
13/04,18.2625,89.75,2.0083330000000004,0
14/04,18.816667,83.041667,2.416667,0
15/04,18.875,81.375,2.566667,0
16/04,18.8625,81.541667,2.375,0
17/04,18.6625,77.583333,3.166667,0
18/04,16.554167,90.916667,4.383333,0
19/04,18.295833,80.208333,3.454167,0
20/04,19.283333,78.125,2.3125,0
21/04,19.2875,78.5,1.616667,0
22/04,18.4,78.416667,2.866667,0
23/04,19.183333,76.5,2.6625,0
24/04,19.004167,77.916667,2.8875,0
25/04,19.045833,78.541667,2.825,0
26/04,19.35,76.75,2.8125,1
27/04,19.8125,73.125,2.333333,0
28/04,20.095833,71.041667,2.6875,0
29/04,18.775,78.625,2.429167,0
30/04,17.570833,84.083333,1.883333,0
01/05,20.1625,71.458333,2.104167,0
02/05,19.370833,82.166667,2.629167,0
03/05,19.154167,79.125,2.791667,0
04/05,18.520833,88.5,2.7875,0
05/05,17.595833,87.166667,3.4375,0
06/05,18.675,74.416667,3.125,0
07/05,18.820833,72.708333,2.504167,0
08/05,18.683333,71.791667,2.520833,0
09/05,18.6,69.666667,2.895833,0
10/05,17.975,67.083333,2.604167,0
11/05,17.883333,75.458333,2.0,0
12/05,20.391667,69.916667,0.708333,0
13/05,19.616667,74.75,1.6875,0
14/05,20.091667,70.291667,2.629167,0
15/05,17.566667000000002,82.166667,2.054167,0
16/05,18.208333,78.875,1.666667,0
17/05,19.395833,81.75,1.525,0
18/05,20.054167,70.958333,2.0125,0
19/05,19.791667,71.583333,1.6583330000000005,0
20/05,20.683333,64.375,2.4708330000000003,0
21/05,21.741667,60.541667,2.754167,0
22/05,20.220833,69.083333,3.075,0
23/05,19.758333,75.708333,1.966667,0
24/05,18.15,77.25,2.316667,0
25/05,16.491667,87.875,3.65,0
26/05,15.8625,86.75,4.025,0
27/05,16.016667,91.333333,3.9625,0
28/05,16.033333,87.833333,5.1625,0
29/05,15.641667000000002,89.958333,4.366667,0
30/05,16.3,77.875,3.179167,0
31/05,16.683332999999998,75.375,2.3875,0
01/06,17.545833,73.875,1.370833,0
02/06,17.854167,89.291667,1.425,0
03/06,18.904167,88.791667,1.808333,0
04/06,18.3375,84.875,2.5875,0
05/06,17.4125,83.291667,2.8208330000000004,0
06/06,18.2125,82.458333,1.7166669999999995,0
07/06,18.658333,74.791667,1.65,0
08/06,19.358333,71.708333,2.016667,0
09/06,18.883333,77.166667,2.079167,0
10/06,18.1625,81.0,2.520833,0
11/06,18.358333,71.875,2.279167,0
12/06,18.458333,73.458333,1.595833,0
13/06,18.404167,78.25,1.595833,0
14/06,18.145833,72.5,1.3875,0
15/06,18.033333,72.625,1.841667,0
16/06,17.458333,67.458333,2.716667,0
17/06,17.570833,71.541667,2.554167,0
18/06,16.604167,72.5,2.929167,0
19/06,15.979167000000002,80.375,4.104167,0
20/06,15.816667,83.708333,3.475,0
21/06,16.0875,81.708333,2.95,0
22/06,17.233333,65.458333,2.225,0
23/06,17.916667,66.125,2.5,0
24/06,17.995832999999994,65.458333,2.875,0
25/06,16.975,68.125,3.5958330000000003,0
26/06,16.7625,72.333333,2.425,0
27/06,17.016667,73.041667,1.904167,0
28/06,16.529167,76.291667,3.041667,0
29/06,16.429167,79.958333,3.0958330000000003,0
30/06,17.004167000000002,76.916667,1.941667,0
01/07,17.604167,76.583333,1.7125,0
02/07,18.229167,70.083333,1.7875,0
03/07,18.079167,70.5,1.833333,0
04/07,17.654167,66.25,2.3,0
05/07,16.154167,75.291667,2.791667,0
06/07,17.033333,73.916667,2.583333,0
07/07,17.325,72.208333,2.358333,0
08/07,17.7125,64.958333,1.7958330000000002,0
09/07,17.45,68.708333,1.725,0
10/07,17.65,62.958333,1.366667,0
11/07,17.979167,60.75,1.925,0
12/07,18.145833,62.375,1.8458330000000005,0
13/07,17.958333,70.041667,3.3208330000000004,0
14/07,16.8875,79.25,2.116667,0
15/07,17.233333,74.625,1.7625,0
16/07,17.25,69.208333,2.5875,0
17/07,16.370832999999998,84.708333,2.6958330000000004,0
18/07,16.370832999999998,75.25,2.7833330000000003,0
19/07,16.8,71.125,2.604167,0
20/07,15.795832999999998,82.458333,2.2875,0
21/07,16.516667,71.75,2.3458330000000003,0
22/07,16.0375,68.333333,3.2583330000000004,0
23/07,16.329167,70.0,3.8625,0
24/07,15.666667000000002,78.5,3.216667,0
25/07,14.95,81.916667,3.558333,0
26/07,16.054167,75.125,3.266667,0
27/07,16.020833,70.625,3.0,0
28/07,16.854167,63.833333,2.675,0
29/07,17.216667,66.0,2.0625,0
30/07,16.9125,63.708333,1.416667,0
31/07,18.129167,60.375,1.395833,0
01/08,18.579167,61.916667,2.3375,0
02/08,18.7625,61.958333,1.516667,0
03/08,18.316667,63.208333,1.329167,0
04/08,19.1125,62.416667,1.6,0
05/08,20.175,58.125,2.691667,0
06/08,20.0875,60.708333,2.208333,0
07/08,19.604167,63.375,2.041667,0
08/08,18.504167,68.333333,2.7625,0
09/08,18.7375,67.333333,1.595833,0
10/08,20.045833,60.75,2.241667,0
11/08,21.025,56.958333,2.1375,0
12/08,21.725,55.208333,2.754167,0
13/08,20.470833,67.0,1.7,0
14/08,20.395833,65.208333,2.1583330000000003,0
15/08,19.841667,62.833333,2.1958330000000004,0
16/08,19.5125,65.625,2.329167,0
17/08,18.020833,72.375,2.254167,0
18/08,16.658333,76.333333,3.2,0
19/08,17.183332999999998,75.041667,3.2583330000000004,0
20/08,17.5625,75.958333,2.841667,0
21/08,17.741667,79.333333,3.683333,0
22/08,18.129167,75.666667,4.2,0
23/08,18.2,67.916667,2.358333,0
24/08,19.15,61.25,2.358333,0
25/08,19.025,64.958333,2.55,0
26/08,18.729167,62.291667,2.691667,0
27/08,17.933332999999994,57.708333,3.820833,0
28/08,16.029167,82.208333,3.858333,0
29/08,16.279167,70.166667,3.5333330000000003,0
30/08,16.320833,74.583333,3.8,0
31/08,15.6375,82.208333,2.7375,0
01/09,17.120832999999998,62.791667,2.8625,0
02/09,18.1875,60.291667,1.504167,0
03/09,20.404167,56.208333,1.620833,0
04/09,21.016667,57.125,2.6,0
05/09,20.516667,68.333333,1.945833,0
06/09,18.808333,73.083333,2.4,0
07/09,18.791667,69.625,3.695833,0
08/09,17.7625,70.125,2.854167,0
09/09,17.541667,66.666667,2.558333,0
10/09,18.8875,64.208333,2.3208330000000004,0
11/09,19.358333,67.083333,3.145833,0
12/09,20.141667,55.166667,2.608333,0
13/09,18.183333,59.666667,2.925,0
14/09,17.808332999999994,68.875,2.708333,0
15/09,19.595833,61.791667,1.3375,0
16/09,21.116667,56.666667,2.1583330000000003,0
17/09,22.279167,52.375,2.608333,0
18/09,21.858333,52.458333,2.366667,0
19/09,21.3375,57.208333,2.2,0
20/09,21.395833,55.708333,2.2375,0
21/09,21.166667,55.75,1.9125,0
22/09,21.866667,52.666667,2.8458330000000003,0
23/09,21.55,58.666667,2.491667,0
24/09,21.333333,57.583333,2.504167,0
25/09,20.654167,56.458333,2.3375,0
26/09,20.5,52.333333,3.120833,0
27/09,20.870833,57.708333,2.466667,0
28/09,21.775,52.25,2.0333330000000003,0
29/09,22.283333,47.75,2.8125,0
30/09,21.445833,53.416667,2.566667,1
01/10,20.766667,56.5,2.441667,1
02/10,20.720833,56.208333,2.108333,0
03/10,21.5625,56.916667,1.8125,0
04/10,22.745833,54.0,2.579167,0
05/10,21.120833,63.583333,2.0958330000000003,0
06/10,21.3125,52.5,3.666667,0
07/10,20.145833,55.875,3.35,0
08/10,21.15,59.916667,2.2833330000000003,0
09/10,21.525,53.875,2.3833330000000004,0
10/10,20.991667,47.666667,2.575,0
11/10,21.391667,48.375,2.0333330000000003,0
12/10,20.525,55.375,2.858333,1
13/10,21.6,58.625,1.95,0
14/10,23.3125,54.458333,2.625,1
15/10,22.5625,62.5,1.575,1
16/10,20.270833,75.708333,1.083333,0
17/10,21.458333,68.041667,2.241667,0
18/10,22.291667,59.208333,2.558333,0
19/10,22.929167,55.333333,1.4125,0
20/10,23.2625,58.916667,2.5333330000000003,0
21/10,17.7875,89.708333,2.858333,0
22/10,17.458333,83.5,2.666667,0
23/10,20.0,73.208333,1.979167,0
24/10,21.825,65.0,1.895833,0
25/10,23.166667,56.166667,1.9708330000000005,0
26/10,23.345833,51.166667,1.6708330000000002,0
27/10,23.0875,54.458333,2.183333,0
28/10,21.1625,77.666667,1.6375,0
29/10,20.404167,82.666667,1.275,0
30/10,20.904167,81.333333,2.3,0
31/10,21.733333,70.791667,2.2125,0
01/11,21.429167,71.75,1.5,0
02/11,21.7,67.416667,2.041667,0
03/11,22.366667,59.541667,2.3875,0
04/11,21.5625,68.666667,1.875,0
05/11,20.5,80.625,1.458333,0
06/11,19.3375,81.833333,2.366667,0
07/11,20.3,70.958333,1.983333,0
08/11,21.020833,67.666667,2.2833330000000003,0
09/11,20.733333,72.75,2.683333,0
10/11,20.808333,71.5,2.208333,0
11/11,19.104167,86.166667,0.7625,0
12/11,19.016667,86.791667,1.283333,0
13/11,20.445833,76.75,1.7833330000000005,0
14/11,20.4375,75.083333,1.6833330000000002,0
15/11,20.929167,73.041667,1.3875,0
16/11,20.570833,72.166667,1.6583330000000005,0
17/11,20.483333,70.958333,2.520833,0
18/11,20.704167,63.166667,3.266667,0
19/11,20.916667,58.75,2.804167,0
20/11,21.970833,55.541667,2.45,1
21/11,21.566667,61.333333,3.3208330000000004,0
22/11,20.845833,63.25,3.833333,0
23/11,20.5375,62.5,3.720833,0
24/11,21.016667,62.125,2.9708330000000003,0
25/11,19.275,76.416667,1.6875,0
26/11,17.091667,88.5,2.0,0
27/11,17.725,83.916667,2.0625,0
28/11,18.029167,82.083333,2.429167,0
29/11,19.4125,77.208333,2.270833,0
30/11,19.679167,80.166667,1.895833,0
01/12,20.104167,84.333333,2.1875,0
02/12,19.9125,85.333333,2.2208330000000003,0
03/12,21.025,76.5,2.858333,0
04/12,20.091667,81.208333,2.958333,0
05/12,19.341667,88.208333,2.141667,0
06/12,19.895833,86.5,1.9625,0
07/12,20.3375,79.666667,2.1,0
08/12,19.404167,81.041667,2.0875,0
09/12,17.308332999999998,90.541667,2.9125,0
10/12,18.5,85.5,3.020833,0
11/12,19.191667,80.125,2.866667,0
12/12,19.345833,73.458333,2.991667,0
13/12,18.683333,75.583333,2.779167,0
14/12,20.191667,64.25,1.633333,0
15/12,20.095833,69.75,2.645833,0
16/12,19.491667,76.708333,2.5708330000000004,0
17/12,19.7375,67.083333,3.054167,0
18/12,20.641667,69.083333,1.558333,0
19/12,21.104167,68.041667,1.904167,0
20/12,21.216667,58.333333,1.8,0
21/12,21.720833,53.166667,2.204167,0
22/12,21.654167,56.0,2.2125,0
23/12,19.691667,74.333333,2.045833,0
24/12,20.004167,75.541667,1.625,0
25/12,20.370833,74.625,1.75,0
26/12,21.079167,73.541667,1.604167,0
27/12,21.504167,69.375,1.3875,0
28/12,21.654167,70.083333,1.7,0
29/12,20.579167,76.916667,1.333333,0
30/12,20.779167,77.541667,1.254167,0
31/12,21.808333,68.083333,1.7541669999999998,0
01/01,22.016667,63.083333,1.895833,0
02/01,21.854167,59.666667,2.704167,1
03/01,21.891667,54.291667,2.291667,0
04/01,22.320833,60.0,1.6625,0
05/01,20.145833,70.166667,1.558333,0
06/01,20.670833,71.541667,1.9083330000000005,0
07/01,20.329167,69.5,2.466667,0
08/01,19.8,70.625,3.308333,0
09/01,20.045833,64.666667,2.991667,0
10/01,20.2,68.916667,2.075,0
11/01,21.466667,65.416667,2.808333,0
12/01,22.366667,62.5,2.841667,0
13/01,21.175,65.666667,2.1875,0
14/01,21.179167,69.791667,2.616667,0
15/01,22.4125,66.166667,1.954167,0
16/01,22.304167,65.333333,2.841667,0
17/01,22.041667,59.875,2.954167,0
18/01,21.954167,58.458333,2.204167,0
19/01,22.004167,57.625,3.4625,0
20/01,22.8875,56.625,1.791667,0
21/01,22.516667,59.708333,2.504167,0
22/01,22.758333,59.25,2.916667,0
23/01,22.7,49.833333,2.333333,0
24/01,22.5875,60.833333,2.5625,0
25/01,21.966667,66.166667,2.1125,0
26/01,21.845833,57.833333,1.7875,0
27/01,21.925,59.208333,2.9375,0
28/01,20.625,66.875,3.845833,0
29/01,20.879167,65.125,3.7125,0
30/01,21.654167,60.916667,3.104167,0
31/01,22.5,59.541667,2.875,0
01/02,22.608333,62.541667,2.766667,0
02/02,22.325,63.541667,2.525,0
03/02,23.320833,63.0,1.595833,0
04/02,22.5375,67.416667,2.0,0
05/02,22.1,68.375,1.75,0
06/02,22.345833,68.333333,1.8875,0
07/02,22.445833,70.291667,2.054167,0
08/02,23.041667,65.125,1.904167,0
09/02,23.275,60.0,2.620833,0
10/02,22.379167,58.958333,2.729167,0
11/02,22.429167,53.208333,2.375,0
12/02,23.120833,53.458333,1.791667,0
13/02,24.125,51.25,1.7375,0
14/02,21.716667,71.666667,2.3458330000000003,0
15/02,21.070833,75.583333,1.7,0
16/02,22.4125,67.958333,2.025,0
17/02,22.1125,69.291667,2.35,0
18/02,19.783333,85.916667,1.045833,0
19/02,22.766667,69.291667,1.333333,0
20/02,23.775,60.291667,1.829167,0
21/02,24.05,57.583333,1.9625,0
22/02,21.583333,74.875,2.0625,0
23/02,22.745833,66.541667,2.366667,0
24/02,23.308333,63.833333,1.833333,0
25/02,22.879167,66.041667,1.983333,0
26/02,22.025,71.5,1.645833,0
27/02,21.429167,76.166667,1.4625,0
28/02,22.325,67.625,1.883333,0
01/03,22.833333,60.458333,1.7,0
02/03,22.141667,64.458333,1.6833330000000002,0
03/03,22.095833,59.041667,2.775,0
04/03,22.2375,64.833333,1.75,0
05/03,21.5125,68.166667,2.3125,0
06/03,21.254167,64.958333,1.858333,0
07/03,21.9,65.291667,2.5083330000000004,0
08/03,22.866667,60.833333,2.054167,0
09/03,23.208333,57.541667,2.1375,0
10/03,22.9625,59.625,1.7208330000000005,0
11/03,23.441667,48.666667,1.870833,0
12/03,23.370833,52.041667,2.2,0
13/03,23.491667,56.5,1.8125,1
14/03,24.420833,43.791667,1.608333,0
15/03,24.25,55.375,2.020833,0
16/03,24.058333,54.75,2.6125,0
17/03,23.920833,44.625,1.6916669999999998,0
18/03,24.791667,45.791667,1.9,0
19/03,24.770833,55.041667,2.4708330000000003,0
20/03,23.55,70.541667,1.595833,0
21/03,20.258333,86.416667,1.6,0
22/03,21.320833,76.583333,1.95,0
23/03,20.15,83.333333,0.9625,0
24/03,19.433333,90.625,0.633333,0
25/03,19.425,91.083333,0.925,0
26/03,20.979167,79.125,1.5625,0
27/03,20.995833,74.791667,2.545833,0
28/03,20.433333,73.375,2.358333,0
29/03,20.770833,68.958333,2.725,0
30/03,20.5625,73.916667,2.770833,0
31/03,20.654167,78.166667,2.354167,0
01/04,19.8375,87.166667,1.291667,0
02/04,20.85,80.166667,1.095833,0
03/04,21.104167,76.958333,1.254167,0
04/04,21.7125,72.75,1.479167,0
05/04,21.870833,71.916667,1.345833,0
06/04,21.875,69.583333,1.595833,0
07/04,20.979167,75.125,1.6125,0
08/04,21.658333,72.25,1.508333,0
09/04,22.15,73.875,1.183333,0
10/04,21.5,78.75,1.279167,0
11/04,20.595833,83.041667,1.354167,0
12/04,21.7,77.083333,1.458333,0
13/04,21.575,77.291667,1.7166669999999995,0
14/04,20.7125,80.5,2.4,0
15/04,20.091667,85.791667,1.979167,0
16/04,21.070833,76.541667,1.8125,0
17/04,20.741667,82.25,0.9875,0
18/04,20.925,80.916667,1.45,0
19/04,21.8,78.25,1.5125,0
20/04,21.241667,77.291667,1.3375,0
21/04,21.525,68.333333,1.2875,0
22/04,21.204167,72.333333,1.345833,0
23/04,21.217391,67.95652199999999,2.247826,0
24/04,20.091667,65.208333,3.083333,0
25/04,19.525,67.666667,2.491667,0
26/04,19.558333,73.625,2.583333,0
27/04,19.3625,70.583333,1.7625,0
28/04,20.791667,61.291667,1.445833,0
29/04,21.429167,55.083333,1.891667,0
30/04,22.5375,55.5,2.375,0
01/05,21.716667,60.291667,2.208333,0
02/05,21.441667,63.083333,1.458333,0
03/05,21.416667,64.125,1.254167,0
04/05,21.225,63.041667,2.279167,0
05/05,18.9375,81.708333,2.675,0
06/05,18.8625,75.833333,2.0375,0
07/05,20.916667,58.291667,1.433333,0
08/05,20.716667,59.208333,1.729167,0
09/05,21.108333,65.458333,2.354167,0
10/05,20.795833,66.75,2.5625,0
11/05,19.758333,70.0,2.145833,0
12/05,20.683333,68.041667,1.5625,0
13/05,21.133333,69.708333,1.708333,0
14/05,19.925,78.583333,1.270833,0
15/05,20.541667,66.75,1.133333,0
16/05,19.8625,72.208333,1.254167,0
17/05,18.8875,77.458333,1.9875,0
18/05,19.875,71.291667,1.4625,0
19/05,20.504167,69.083333,1.608333,0
20/05,20.520833,69.291667,1.158333,0
21/05,20.6125,67.958333,1.583333,0
22/05,21.020833,67.333333,2.0958330000000003,0
23/05,21.1875,63.291667,1.7041669999999998,0
24/05,19.0,67.894737,0.626316,0
25/05,20.333333,64.083333,1.954167,0
26/05,20.804167,57.125,2.5,0
27/05,19.404167,62.041667,3.141667,0
28/05,18.616667,74.208333,2.804167,0
29/05,19.3,73.958333,2.3,0
30/05,19.479167,71.958333,2.729167,0
31/05,18.879167,67.75,1.529167,0
01/06,19.4375,62.875,1.804167,0
02/06,19.8125,55.666667,1.5875,0
03/06,19.5875,59.333333,1.554167,0
04/06,19.758333,50.166667,2.016667,0
05/06,18.7875,58.125,3.7875,0
06/06,16.45,70.166667,4.495833,0
07/06,17.345833,61.958333,4.4625,0
08/06,17.395833,64.875,3.083333,0
09/06,18.258333,70.333333,2.941667,0
10/06,17.9625,68.708333,3.645833,0
11/06,17.7875,72.791667,4.429167,0
12/06,17.175,73.083333,4.966667,0
13/06,17.245832999999998,71.166667,4.545833,0
14/06,17.0125,77.875,4.2708330000000005,0
15/06,17.366667,64.833333,4.766667,0
16/06,16.2125,78.625,4.079167,0
17/06,16.179167,86.666667,4.266667,0
18/06,16.733333,77.791667,3.191667,0
19/06,18.170833,65.0,1.8625,0
20/06,18.1125,66.333333,1.291667,0
21/06,17.583333,66.75,3.2875,0
22/06,16.541667,74.625,5.7875,0
23/06,16.9875,73.958333,4.716667,0
24/06,16.670833,79.0,3.291667,0
25/06,17.675,60.083333,2.429167,0
26/06,17.9625,67.5,3.2125,0
27/06,17.220833,57.0,2.516667,0
28/06,17.258333,67.583333,3.125,0
29/06,17.195833,69.083333,4.758333,0
30/06,16.9125,72.75,2.983333,0
01/07,17.333333,65.666667,1.679167,0
02/07,17.620832999999994,63.25,2.108333,0
03/07,17.566667000000002,67.208333,2.1375,0
04/07,20.033333,55.916667,2.5125,0
05/07,19.966667,64.583333,3.4125,0
06/07,20.8875,60.041667,2.725,0
07/07,19.65,67.958333,2.483333,0
08/07,14.9375,81.166667,4.295833,0
09/07,14.9125,68.541667,4.466667,0
10/07,15.458332999999998,64.208333,4.241667,0
11/07,15.908333,66.0,2.858333,0
12/07,16.416667,61.25,1.4875,0
13/07,18.020833,57.208333,1.225,0
14/07,17.341667,56.75,2.183333,0
15/07,18.141667,47.416667,1.7,0
16/07,18.5375,49.166667,2.5958330000000003,0
17/07,19.525,42.375,3.4,0
18/07,14.6875,77.375,4.254167,0
19/07,14.775,64.458333,4.9,0
20/07,14.195833,78.375,4.733333,0
21/07,14.879167,82.166667,4.570833,0
22/07,15.45,75.541667,5.033333,0
23/07,16.0625,74.625,5.504167,0
24/07,16.779167,67.125,4.0833330000000005,0
25/07,16.329167,68.625,4.479167,0
26/07,14.825,72.291667,4.975,0
27/07,14.795832999999998,75.875,4.6125,0
28/07,16.35,69.5,3.4125,0
29/07,17.0125,66.291667,3.591667,0
30/07,16.029167,72.666667,3.475,0
31/07,17.929167,62.375,1.616667,0
01/08,17.858333,58.666667,2.6625,0
02/08,17.4,64.0,1.858333,0
03/08,18.808333,59.291667,2.0,0
04/08,18.325,60.375,3.2625,0
05/08,15.5875,82.291667,6.4583330000000005,0
06/08,15.383333,66.416667,7.204167,0
07/08,16.183332999999998,55.708333,5.891667,0
08/08,16.341667,62.458333,4.545833,0
09/08,16.975,68.5,3.808333,0
10/08,15.7375,82.083333,3.645833,0
11/08,17.675,65.208333,2.8458330000000003,0
12/08,16.6125,78.583333,2.558333,0
13/08,17.2875,63.583333,2.895833,0
14/08,16.9625,66.291667,2.591667,0
